LicenseType,Breed,Color,DogName,OwnerZip,ExpYear,ValidDate
Dog Senior Lifetime Spayed Female,COCKAPOO,WHITE,MAGGIE,15237,2099,2006-07-18T00:00:00
Dog Lifetime Spayed Female,GOLDEN RETRIEVER,GOLD,MOJO,15108,2099,2006-07-18T00:00:00
Dog Senior Lifetime Neutered Male,BOSTON TERRIER,WHITE/BRINDLE,OLIVER,15122,2099,2006-07-19T00:00:00
Dog Lifetime Female,BOSTON TERRIER,WHITE/BLACK/BROWN,OREO,15116,2099,2006-07-19T00:00:00
Dog Lifetime Neutered Male,BRIQUETTE GRIFFON V,BROWN,SHELBY,15122,2099,2006-07-19T00:00:00
Dog Lifetime Neutered Male,W HGHLND WH TERRIER,WHITE,PRESLEY,15071,2099,2006-07-19T00:00:00
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,YELLOW,WINSTON,15120,2099,2006-07-19T00:00:00
Dog Senior Lifetime Spayed Female,LABRADOR RETRIEVER,YELLOW,MAGGIE LEE MODRICK,15135,2099,2006-07-19T00:00:00
Dog Lifetime Spayed Female,SILKY TERRIER,BROWN/TAN,COCOA,15239,2099,2006-07-19T00:00:00
Dog Senior Lifetime Spayed Female,CHIHUAHUA,BLACK,EVIE,15135,2099,2006-07-20T00:00:00
Dog Senior Lifetime Neutered Male,PAPILLON,WHITE/BLACK,BANDIT,15135,2099,2006-07-20T00:00:00
Dog Senior Lifetime Spayed Female,BEAGLE,MULTI,BEANIE,15085,2099,2006-07-20T00:00:00
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,BROWN,PENNY LANE,15220,2099,2006-07-20T00:00:00
Dog Senior Lifetime Male,GOLDEN RETRIEVER,GOLD,BREW,15220,2099,2018-04-25T13:19:59
Dog Lifetime Neutered Male,GOLDEN RETRIEVER,GOLD,MURPHY,15025,2099,2018-04-25T13:20:00
Dog Lifetime Neutered Male,DALMATIAN,WHITE,TANNER,15101,2099,2018-04-25T15:07:23
Dog Lifetime Neutered Male,BEAGLE,WHITE/BLACK/BROWN,MAX,15237,2099,2018-04-25T13:48:02
Dog Lifetime Neutered Male,DALMATIAN,WHITE,TANNER,15101,2099,2018-04-25T13:56:15
Dog Lifetime Male,GREYHOUND,BLACK,FERRIS,15332,2099,2018-04-25T14:03:50
Dog Lifetime Neutered Male,W HGHLND WH TERRIER,WHITE,EDWOOD,15101,2099,2018-04-25T14:13:22
Dog Lifetime Neutered Male,W HGHLND WH TERRIER,WHITE,JAKE,15101,2099,2018-04-25T14:13:22
Dog Lifetime Spayed Female,TERRIER MIX,BROWN,BELLA,15102,2099,2018-04-26T08:57:50
Dog Lifetime Neutered Male,ENG SPRINGER SPANIE,WHITE/LIVER,BUDDY,15229,2099,2018-04-26T11:33:17
Dog Senior Lifetime Spayed Female,MIXED,WHITE,AUTUMN,15044,2099,2018-04-26T12:42:06
Dog Lifetime Neutered Male,W HGHLND WH TERRIER,WHITE,LOGAN,15143,2099,2018-04-27T15:15:48
Dog Senior Lifetime Female,LABRADOODLE,WHITE/BROWN,BELLA,15106,2099,2018-04-27T15:15:50
Dog Senior Lifetime Female,LABRADOODLE,WHITE/BLACK/BROWN,PATCHES,15106,2099,2018-04-27T15:15:50
Dog Senior Lifetime Male,POODLE TOY,WHITE,PRANCE,15106,2099,2018-04-27T15:15:50
Dog Out of County Transfer - Lifetime,LAB MIX,BLACK/BROWN,MAKI,15238,2099,2018-04-27T09:48:04
Dog Lifetime Female,AM PIT BULL TERRIER,WHITE/GREY,PRINCESS BEEFCAKE,15129,2099,2018-04-27T12:11:19
Dog Lifetime Neutered Male,MIXED,BROWN,PEANUT,15237,2099,2018-04-27T12:59:56
Dog Lifetime Neutered Male,LAB MIX,BLACK,PETEY,15237,2099,2018-04-27T14:09:44
Dog Lifetime Spayed Female,PUG,WHITE/BLACK,OREO,15044,2099,2018-04-27T14:25:16
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,BLACK,HARPER,15237,2099,2018-04-27T14:29:11
Dog Lifetime Neutered Male,GER SHEPHERD MIX,BLACK/BROWN,LEO,15212,2099,2018-04-27T14:39:37
Dog Lifetime Spayed Female,GREAT DANE,SPOTTED,HARPER,15205,2099,2018-04-27T14:44:01
Dog Lifetime Neutered Male,YORKSHIRE TERRIER,BLACK/BROWN,KAYDEN,15044,2099,2018-04-27T15:16:25
Dog Lifetime Spayed Female,POODLE MIX,WHITE,PENNY,15102,2099,2018-04-27T14:51:50
Dog Lifetime Spayed Female,WELSH CORGI PEMBROK,BLACK/TAN,PIPER,15237,2099,2018-04-27T15:16:33
Dog Lifetime Duplicate,PUG,FAWN,ROXY,15102,2099,2018-04-30T09:03:20
Dog Senior Lifetime Spayed Female,BEAGLE MIX,BROWN,NALA,15071,2099,2018-04-30T09:45:26
Dog Lifetime Neutered Male,TAG,WHITE/BLACK,APPA ROBERTS,15108,2099,2018-04-30T09:57:22
Dog Lifetime Neutered Male,BOSTON TERRIER,WHITE/BLACK,RIGBY,15147,2099,2018-04-30T10:07:06
Dog Lifetime Neutered Male,CHIHUAHUA MIX,BLACK/BROWN,MAXWELL,15147,2099,2018-04-30T10:07:06
Dog Lifetime Spayed Female,LAB MIX,TAN,BARLEY,15102,2099,2018-04-30T10:13:04
Dog Lifetime Neutered Male,BORDER TERRIER,WHITE/BLACK/BROWN,OREO,15218,2099,2018-04-30T10:34:44
Dog Senior Lifetime Spayed Female,TAG,BLACK,GABRIELLA,15015,2099,2018-04-30T10:50:58
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,GREY,DUSTY,15215,2099,2018-04-30T11:03:39
Dog Senior Lifetime Spayed Female,POODLE STANDARD,BROWN,SUGAR,15106,2099,2018-04-30T13:06:07
Dog Senior Lifetime Spayed Female,MIXED,WHITE,SOPHIE,15202,2099,2018-04-30T13:06:08
Dog Lifetime Spayed Female,MIXED,WHITE/BLACK/BROWN,WINNIE,15116,2099,2018-04-30T13:06:09
Dog Lifetime Neutered Male,RHODESIAN RIDGEBACK,BROWN/ORANGE,COPPER,15229,2099,2018-04-30T13:06:09
Dog Lifetime Neutered Male,DACHSHUND,RED,GORDO TUITE,15143,2099,2018-04-30T13:06:10
Dog Lifetime Spayed Female,LAB MIX,WHITE/RED,CHLOE,15122,2099,2018-04-30T13:06:16
Dog Lifetime Neutered Male,IRISH SETTER,RED,CELTIC,15129,2099,2018-04-30T13:16:55
Dog Senior Lifetime Spayed Female,YORKSHIRE TERRIER,FAWN,REMI,15120,2099,2018-04-30T14:25:38
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,WHITE,GENO,15108,2099,2018-04-30T14:37:21
Dog Lifetime Male,GER SHEPHERD MIX,WHITE/BLACK/BROWN,TATE,15108,2099,2018-04-30T14:46:39
Dog Lifetime Neutered Male,BEAGLE,TRI-COLOR,DUKE,15237,2099,2018-04-30T15:05:46
Dog Lifetime Spayed Female,LAB MIX,BROWN,OAKLEY,15234,2099,2018-04-30T15:11:13
Dog Lifetime Spayed Female,GOLDEN RETRIEVER,TAN,RYLEE,15065,2099,2018-04-30T15:17:30
Dog Lifetime Neutered Male,PAPILLON,WHITE/BROWN,EDDIE JO,15106,2099,2018-04-30T15:23:44
Dog Lifetime Duplicate,GER SHEPHERD MIX,BLACK/TAN,BARON,15209,2099,2018-04-30T15:27:33
Dog Lifetime Neutered Male,POODLE STANDARD,BLACK,LEO,15238,2099,2018-04-30T15:28:31
Dog Lifetime Duplicate,LABRADOR RETRIEVER,BLACK,RILEY ,15044,2099,2018-04-30T15:30:51
Dog Lifetime Spayed Female,MIXED,WHITE/BRINDLE,CALLIE,15120,2099,2018-04-30T15:34:02
Dog Lifetime Spayed Female,GER SHEPHERD,BLACK,LETTY,15237,2099,2018-04-30T15:38:25
Dog Lifetime Neutered Male,SCHNAUZER MIN,BLACK,OTTO,15071,2099,2018-04-30T15:38:58
Dog Lifetime Neutered Male,WELSH CORGI PEMBROK,MULTI,TOBY,15122,2099,2018-05-01T09:01:48
Dog Senior Lifetime Spayed Female,AM BULLDOG,MULTI,MARDI MOO,15235,2099,2018-05-01T09:01:50
Dog Lifetime Neutered Male,BOXER,WHITE,ZEUS,15129,2099,2018-05-01T09:01:55
Dog Lifetime Male,GER SHEPHERD,WHITE/BRINDLE,DIESEL KASPER,15102,2099,2018-05-01T10:04:30
Dog Lifetime Spayed Female,LAB MIX,WHITE/BLACK,SADIE,15037,2099,2018-05-01T10:13:50
Dog Lifetime Neutered Male,GER SHEPHERD MIX,BROWN,COOPER,15223,2099,2018-05-01T10:19:19
Dog Lifetime Neutered Male,GOLDEN RETRIEVER,WHITE/TAN,WESLEY,15234,2099,2018-05-01T10:37:49
Dog Lifetime Neutered Male,LAB MIX,WHITE/TAN,BUDDY,15332,2099,2018-05-01T10:42:06
Dog Lifetime Neutered Male,GER SHEPHERD MIX,BLACK/BROWN,JAX,15135,2099,2018-05-01T11:29:28
Dog Senior Lifetime Male,GREAT DANE,BLACK,DIESEL 2,15108,2099,2018-05-01T11:34:16
Dog Lifetime Spayed Female,PUG,FAWN,LACEY,15143,2099,2010-11-22T14:22:26
Dog Lifetime Spayed Female,POMERANIAN,SABLE/WHITE,MIA SMITH,15116,2099,2010-11-22T14:24:15
Dog Lifetime Spayed Female,ROTTWEILER,BLACK/BROWN,ROXIE,15133,2099,2010-11-22T14:27:19
Dog Lifetime Duplicate,LAB MIX,WHITE,CASSY,15137,2099,2010-11-23T09:23:57
Dog Lifetime Male,LAB MIX,BLACK,JACKSON,15234,2099,2010-11-23T12:18:56
Dog Senior Lifetime Neutered Male,BORD COLLIE MIX,BLACK,ONYX,15025,2099,2010-11-23T15:09:25
Dog Lifetime Spayed Female,BEAGLE MIX,WHITE/BLACK,PEANUT,15108,2099,2010-11-23T15:09:26
Dog Lifetime Neutered Male,BEAGLE MIX,WHITE/BLACK,BUSTER,15108,2099,2010-11-23T15:09:26
Dog Lifetime Spayed Female,PAPILLON,TRI-COLOR,POPPY,15122,2099,2010-11-23T15:09:27
Dog Lifetime Duplicate,CHES BAY RETRIEVER,WHITE/BROWN,BELLA,15205,2099,2010-11-23T14:08:16
Dog Lifetime Neutered Male,POODLE STANDARD,BROWN,ROSSCO,15237,2099,2010-11-24T13:48:22
Dog Lifetime Spayed Female,COLLIE MIX,WHITE/TAN,SUNNI,15014,2099,2010-11-24T13:51:02
Dog Lifetime Neutered Male,GOLDEN RETRIEVER,BROWN,FRANKIE,15106,2099,2010-11-24T13:54:07
Dog Lifetime Spayed Female,GOLDEN RETRIEVER,BROWN,GRACIE,15126,2099,2010-11-24T14:12:40
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,BLACK,MAGGIE,15235,2099,2010-11-26T09:38:30
Dog Lifetime Neutered Male,LAB MIX,BLACK,BEAR,15108,2099,2010-11-29T14:45:08
Dog Lifetime Neutered Male,CAIRN TERRIER,RED/BRINDLE,SCRUFFY,15102,2099,2010-11-29T14:45:12
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,YELLOW,CALLIE,15017,2099,2010-11-29T14:45:16
Dog Lifetime Spayed Female,BOXER,BRINDLE,ZOEY,15086,2099,2010-11-29T14:45:24
Dog Lifetime Spayed Female,BOXER MIX,BLACK/FAWN,KLOE,15065,2099,2010-11-30T12:00:16
Dog Lifetime Neutered Male,PARSON RUSSELL TERR,WHITE/BROWN,JACKSON,15122,2099,2010-11-30T13:44:51
Dog Lifetime Neutered Male,PARSON RUSSELL TERR,WHITE/BLACK,SAMPSON,15122,2099,2010-11-30T13:47:48
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,YELLOW,ACE,15101,2099,2010-11-30T13:55:14
Dog Lifetime Neutered Male,PARSON RUSSELL TERR,WHITE/BLACK/BROWN,SPRITE,15237,2099,2010-11-30T14:04:12
Dog Senior Lifetime Male,SCHNAUZER MIN,SALT/PEPPER,BEZLY,15132,2099,2010-11-30T14:12:02
Dog Senior Lifetime Female,SCHNAUZER MIN,BLACK/SILVER,ZOEY,15132,2099,2010-11-30T14:12:02
Dog Lifetime Spayed Female,MORKIE,BLACK,SAM,15120,2099,2010-12-01T13:43:51
Dog Lifetime Spayed Female,CAV KING CHAR SPANI,WHITE/BLACK/BROWN,BELLA ,15129,2099,2010-12-01T13:48:49
Dog Lifetime Spayed Female,AUS SHEPHERD,TRI-COLOR,ELLIE,15120,2099,2010-12-01T14:29:10
Dog Lifetime Spayed Female,BEAGLE MIX,WHITE/BLACK/BROWN,ELLIE,15229,2099,2010-12-01T13:53:42
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,YELLOW,DIESEL ,15068,2099,2010-12-02T13:37:09
Dog Senior Lifetime Spayed Female,MIXED,GOLD,ANGEL ,15106,2099,2010-12-02T13:43:39
Dog Lifetime Spayed Female,YORKSHIRE TERR MIX,WHITE/BLACK,LENOX,15108,2099,2010-12-02T13:50:46
Dog Lifetime Spayed Female,CHIHUAHUA MIX,BLACK,FOXY,15122,2099,2010-12-02T14:11:24
Dog Lifetime Duplicate,HAVANESE,SABLE,RASCAL,15108,2099,2010-12-03T13:12:49
Dog Lifetime Neutered Male,POODLE MIX,WHITE/BLACK/BROWN,COOPER,15239,2099,2010-12-03T13:43:58
Dog Lifetime Neutered Male,BICHON FRISE,BRINDLE,MILO,15101,2099,2010-12-06T11:41:18
Dog Lifetime Spayed Female,BOXER,BRINDLE,MACIE,15101,2099,2010-12-06T11:44:30
Dog Lifetime Spayed Female,GER SHEPHERD,BLACK/BROWN,ONYX,15122,2099,2010-12-06T12:17:40
Dog Lifetime Neutered Male,LAB MIX,YELLOW,SCOOBY DOO MARSILI,15144,2099,2010-12-06T12:22:19
Dog Lifetime Spayed Female,GER SHEPHERD MIX,BLACK/BROWN,GINGER,15131,2099,2010-12-07T13:56:56
Dog Senior Lifetime Neutered Male,COTON DE TULEAR,WHITE,CLAUDE,15102,2099,2010-12-07T14:23:35
Dog Lifetime Spayed Female,BEAGLE MIX,SPOTTED,FERN,15228,2099,2010-12-07T14:23:36
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,CHOCOLATE,COCO,15145,2099,2010-12-07T14:28:37
Dog Lifetime Neutered Male,BOXER,WHITE/BROWN,JACK ,15102,2099,2010-12-07T14:51:45
Dog Lifetime Male,SHETLAND SHEEPDOG,WHITE/BLACK/BROWN,HIRO,15243,2099,2010-12-07T14:52:56
Dog Lifetime Duplicate,BEAGLE,WHITE/BLACK/BROWN,MICKEY JOE,15132,2099,2010-12-07T14:58:55
Dog Lifetime Spayed Female,DALMATIAN,SPOTTED,ZOE,15226,2099,2010-12-09T11:55:32
Dog Lifetime Spayed Female,GER SHEPHERD MIX,WHITE/BLACK/BROWN,DAISY MAE,15236,2099,2010-12-13T14:58:44
Dog Lifetime Neutered Male,GOLDENDOODLE,CREAM,COBY,15120,2099,2010-12-13T16:15:12
Dog Out of County Transfer - Lifetime,MIXED,TAN,HOPE,15108,2099,2010-12-14T15:41:49
Dog Lifetime Duplicate,LABRADOR RETRIEVER,BROWN,BULLET,15101,2099,2010-12-14T15:51:51
Dog Lifetime Spayed Female,GER SHEPHERD,BLACK/TAN,KAYA,15237,2099,2010-12-15T11:02:39
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,BROWN,BREWZER,15065,2099,2010-12-15T11:13:18
Dog Senior Lifetime Male,BERNESE MTN DOG,WHITE/BLACK/BROWN,PILOT,15236,2099,2010-12-15T12:43:02
Dog Lifetime Spayed Female,SCHNAUZER STANDARD,WHITE,NIKKI,15227,2099,2010-12-15T13:45:26
Dog Lifetime Neutered Male,POODLE MIX,WHITE,TOBY,15239,2099,2010-12-15T14:04:56
Dog Lifetime Spayed Female,CAIRN TERRIER,TAN,PEANUT,15143,2099,2010-12-15T14:31:43
Dog Lifetime Spayed Female,POMERANIAN,BLACK/BROWN,TRINA MARECIC,15227,2099,2010-12-15T14:52:49
Dog Lifetime Spayed Female,TERRIER,FAWN,PATTYCAKE ,15131,2099,2010-12-16T11:25:16
Dog Lifetime Female,MASTIFF,FAWN,HANNAH BOURAS,15122,2099,2010-12-16T12:58:06
Dog Lifetime Neutered Male,LAB MIX,BROWN,FUDGE,15146,2099,2010-12-16T13:28:59
Dog Senior Lifetime Spayed Female,LABRADOR RETRIEVER,BLACK,MADDIE,15218,2099,2010-12-16T13:54:18
Dog Lifetime Neutered Male,SFT COAT WHEAT TERR,WHEATON,BARKLEE,15221,2099,2010-12-16T14:17:58
Dog Lifetime Spayed Female,BERNESE MTN DOG,BLACK,HEIDI,15024,2099,2006-07-21T00:00:00
Dog Lifetime Spayed Female,FLAT COATED RETRIEV,BLACK,MADDISON  (MADLELY),15024,2099,2006-07-21T00:00:00
Dog Lifetime Neutered Male,CAV KING CHAR SPANI,WHITE/BROWN,SEAMUS,15243,2099,2006-07-21T00:00:00
Dog Lifetime Neutered Male,GER SHEPHERD,BLACK,DIESEL,15132,2099,2006-07-25T00:00:00
Dog Lifetime Neutered Male,MIXED,MULTI,HARLEY,15131,2099,2006-07-26T00:00:00
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,YELLOW,KOBI,15120,2099,2006-07-27T00:00:00
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,YELLOW,ABBY,15120,2099,2006-07-27T00:00:00
Dog Lifetime Male,GER SHEPHERD,BLACK/BROWN,HARLEY DAVIDSON LUTZ,15085,2099,2006-07-27T00:00:00
Dog Lifetime Spayed Female,WEIMARANER,GREY,CASEY,15237,2099,2006-07-27T00:00:00
Dog Lifetime Neutered Male,MIXED,BLACK/TAN,SAMPSON,15135,2099,2006-07-27T00:00:00
Dog Lifetime Neutered Male,CHOW CHOW MIX,BROWN,TROY,15235,2099,2006-07-27T00:00:00
Dog Lifetime Spayed Female,AKITA,WHITE/BROWN,ABBY,15065,2099,2006-07-27T00:00:00
Dog Lifetime Spayed Female,SHIH TZU,WHITE/BLACK/BROWN,TILLIE,15235,2099,2006-07-27T00:00:00
Dog Lifetime Spayed Female,MIXED,BLACK,GRACIE,15221,2099,2006-07-28T00:00:00
Dog Lifetime Spayed Female,BEAGLE,MULTI,KATIE,15137,2099,2006-07-28T00:00:00
Dog Lifetime Spayed Female,BEAGLE,WHITE/BLACK/BROWN,MINDY,15137,2099,2006-07-28T00:00:00
Dog Lifetime Spayed Female,FOX TERRIER WIRE,WHITE/BLACK/BROWN,PIPER SYDNEY,15122,2099,2006-08-01T00:00:00
Dog Lifetime Spayed Female,GER SHEPHERD MIX,BLACK/TAN,VENUS,15146,2099,2006-08-01T00:00:00
Dog Lifetime Neutered Male,CHIHUAHUA,BROWN,SPENCER,15239,2099,2006-08-01T00:00:00
Dog Lifetime Neutered Male,YORKSHIRE TERRIER,BLUE/GOLD,CARNABY,15065,2099,2006-08-01T00:00:00
Dog Lifetime Neutered Male,MIXED,WHITE/BLACK,TINSLEY HOUDINI RHODES,15218,2099,2006-08-01T00:00:00
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,BLACK,SYDNEY,15229,2099,2006-08-01T00:00:00
Dog Lifetime Neutered Male,BOLOGNESE,WHITE,PAOLO,15235,2099,2006-08-01T00:00:00
Dog Lifetime Neutered Male,PUG,FAWN,WINSTON,15090,2099,2006-08-01T00:00:00
Dog Lifetime Neutered Male,PAPILLON,WHITE/BLACK,STEWIE,15236,2099,2006-08-03T00:00:00
Dog Lifetime Neutered Male,PARSON RUSSELL TERR,WHITE/BROWN,PORTER,15209,2099,2006-08-04T00:00:00
Dog Lifetime Spayed Female,SHIH TZU,WHITE/TAN,MISSY,15102,2099,2006-08-04T00:00:00
Dog Lifetime Spayed Female,LABRADOODLE,CREAM,MOLLY,15090,2099,2006-08-04T00:00:00
Dog Lifetime Neutered Male,LABRADOODLE,CREAM,MURPHY,15090,2099,2006-08-04T00:00:00
Dog Lifetime Spayed Female,PARSON RUSSELL TERR,WHITE/BROWN,JACKIE SKALSKI,15235,2099,2006-08-07T00:00:00
Dog Lifetime Neutered Male,BEAGLE,WHITE/BLACK/BROWN,CACH SKALSKI,15235,2099,2006-08-07T00:00:00
Dog Senior Lifetime Neutered Male,GER SHEPHERD MIX,WHITE/BLACK,DUKE,15037,2099,2006-08-09T00:00:00
Dog Lifetime Spayed Female,CHIHUAHUA,WHITE/BROWN,TINKERBELLE GUSEMAN,15227,2099,2006-08-09T00:00:00
Dog Lifetime Neutered Male,GOLDEN RETRIEVER,RED,BEN (BENJAMIN FRANKLIN),15101,2099,2006-08-10T00:00:00
Dog Lifetime Spayed Female,GOLDEN RETRIEVER,BLONDE,MOLLY,15101,2099,2006-08-10T00:00:00
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,YELLOW,SASHA,15146,2099,2006-08-11T00:00:00
Dog Lifetime Neutered Male,NORW BUHUND,WHEATON,MISHA,15146,2099,2006-08-14T00:00:00
Dog Lifetime Spayed Female,LAB MIX,BROWN,GINGER,15132,2099,2006-08-15T00:00:00
Dog Lifetime Spayed Female,CHIHUAHUA MIX,BLACK,MARGARITA,15139,2099,2006-08-15T00:00:00
Dog Lifetime Female,JAPANESE CHIN,WHITE/BLACK/BROWN,COCO,15220,2099,2006-08-15T00:00:00
Dog Lifetime Spayed Female,JAPANESE CHIN,WHITE/BLACK,COSMO,15220,2099,2006-08-15T00:00:00
Dog Lifetime Spayed Female,BEAGLE,WHITE/BLACK/BROWN,ZOE,15243,2099,2006-08-16T00:00:00
Dog Lifetime Male,BEAGLE,WHITE/BLACK/BROWN,BUDDY,15063,2099,2006-08-17T00:00:00
Dog Lifetime Neutered Male,DACHSHUND,CREAM,DARWIN,15226,2099,2006-08-17T00:00:00
Dog Lifetime Male,ENGLISH MASTIFF,BLACK/FAWN,GUS,15102,2099,2006-08-21T00:00:00
Dog Lifetime Spayed Female,BEAGLE,WHITE/BLACK/BROWN,MOLLY,15227,2099,2006-08-22T00:00:00
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,YELLOW,PIPER,15025,2099,2006-08-22T00:00:00
Dog Lifetime Female,ROTTWEILER,BLACK/BROWN,GRACE,15025,2099,2006-08-24T00:00:00
Dog Lifetime Spayed Female,GER SHEPHERD MIX,MULTI,MOLLY,15102,2099,2006-08-23T00:00:00
Dog Lifetime Neutered Male,BOXER MIX,BROWN,CHASE,15236,2099,2006-08-24T00:00:00
Dog Lifetime Neutered Male,GOLDEN RETRIEVER,GOLD,SCOUT,15129,2099,2006-08-24T00:00:00
Dog Senior Lifetime Spayed Female,GER SHEPHERD,BLACK/BROWN,MAGGIE,15037,2099,2006-08-28T00:00:00
Dog Senior Lifetime Spayed Female,SHIH TZU,WHITE/BLACK,MUNCHKIN,15146,2099,2006-08-28T00:00:00
Dog Lifetime Spayed Female,YORKSHIRE TERRIER,BLACK/TAN,RUBY,15146,2099,2006-08-28T00:00:00
Dog Lifetime Neutered Male,AM ESKIMO DOG,WHITE,DEWEY,15101,2099,2006-08-28T00:00:00
Dog Lifetime Neutered Male,BEAGLE,WHITE/BLACK/BROWN,JOVIS,15241,2099,2006-08-28T00:00:00
Dog Lifetime Neutered Male,MIXED,BLACK,PFEFFER,15220,2099,2006-08-30T00:00:00
Dog Lifetime Spayed Female,LAB MIX,RED,XENA,15147,2099,2006-08-30T00:00:00
Dog Lifetime Neutered Male,BEAGLE,MULTI,BUSTER,15133,2099,2006-08-30T00:00:00
Dog Lifetime Female,MIXED,WHITE/BLACK/BROWN,MALIBU,15220,2099,2006-08-30T00:00:00
Dog Lifetime Female,GOLDEN RETRIEVER,GOLD,CHEYENNE,15144,2099,2006-08-30T00:00:00
Dog Lifetime Neutered Male,LAB MIX,SPOTTED,OLORIN,15205,2099,2006-08-31T00:00:00
Dog Lifetime Neutered Male,MIXED,BLACK/BROWN,TURK,16046,2099,2006-08-31T00:00:00
Dog Lifetime Neutered Male,MIXED,BLACK/BROWN,JUNO,16046,2099,2006-08-31T00:00:00
Dog Lifetime Neutered Male,MIXED,BLACK/TAN,RADAR,15101,2099,2006-08-31T00:00:00
Dog Senior Lifetime Spayed Female,SIB HUSKY,WHITE/GREY,MISTY,15227,2099,2015-08-27T15:12:54
Dog Lifetime Neutered Male,SHETLAND SHEEPDOG,WHITE/BLACK/BROWN,RUFFUS,15237,2099,2015-08-27T15:16:11
Dog Lifetime Spayed Female,WEIMARANER,SILVER,HANNAH,15122,2099,2015-08-28T08:56:05
Dog Senior Lifetime Spayed Female,MIXED,BLACK,BELLA,15132,2099,2015-08-28T08:56:05
Dog Lifetime Neutered Male,PEEKAPOO,WHITE/BLACK/BROWN,GIZMO,15235,2099,2015-08-28T08:56:06
Dog Lifetime Neutered Male,BISHON FRISE MIX,WHITE,MURPHY PETTY,15234,2099,2015-08-28T08:56:06
Dog Lifetime Neutered Male,POODLE MIX,WHITE/BLACK,BAXTER,15132,2099,2015-08-28T08:56:06
Dog Lifetime Spayed Female,BOXER MIX,WHITE/BROWN,NILLY LADY,15063,2099,2015-08-28T08:56:08
Dog Lifetime Spayed Female,MIN PINSCHER,BLACK,MINIMUM,15146,2099,2015-08-27T15:50:33
Dog Lifetime Duplicate,MIXED,SPOTTED,SPIKE,15127,2099,2015-08-28T08:56:09
Dog Lifetime Neutered Male,FOX TERRIER TOY,WHITE/BLACK/BROWN,MAXIMUS,15146,2099,2015-08-27T15:52:34
Dog Lifetime Spayed Female,CHIHUAHUA,BROWN,ROSIE SUE,15146,2099,2015-08-27T15:56:41
Dog Senior Lifetime Neutered Male,BISHON FRISE MIX,WHITE,MURPHY PETTY,15234,2099,2015-08-28T08:56:09
Dog Lifetime Neutered Male,GER SHEPHERD,BLACK/TAN,BEAR,15146,2099,2015-08-28T10:26:24
Dog Out of County Transfer - Lifetime,MIN PINSCHER,BROWN,MINI,15235,2099,2015-08-28T10:39:01
Dog Lifetime Duplicate,LABRADOR RETRIEVER,BLACK,FINLEY,15102,2099,2015-08-28T11:18:19
Dog Lifetime Spayed Female,LAB MIX,YELLOW,NOEL,15102,2099,2015-08-28T11:36:51
Dog Lifetime Spayed Female,SHETLAND SHEEPDOG,WHITE/BLACK/BROWN,MILLIE,15101,2099,2015-08-28T11:39:57
Dog Lifetime Neutered Male,GOLDEN RETRIEVER,GOLD,NAVY,15108,2099,2015-08-31T08:33:52
Dog Lifetime Spayed Female,DOBERMAN PINSCHER,RED,MONROE,15239,2099,2015-08-31T08:33:52
Dog Lifetime Spayed Female,LAB MIX,BLACK/BROWN,MIA,15116,2099,2015-08-31T08:33:53
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,BLACK,CALLIE,15214,2099,2015-08-28T15:37:26
Dog Lifetime Neutered Male,COLLIE MIX,WHITE/RED,GIBBS,15139,2099,2015-08-28T16:20:19
Dog Lifetime Neutered Male,LAB MIX,WHITE/BLACK,DUNCAN,15228,2099,2015-08-28T16:20:20
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,BLACK,ZOEY,15143,2099,2015-08-28T16:20:20
Dog Lifetime Neutered Male,GOLDENDOODLE,BROWN,DUNKIN,15237,2099,2015-08-28T16:20:20
Dog Lifetime Spayed Female,SHIH TZU,WHITE/BROWN,ZOE,15235,2099,2015-08-31T08:05:05
Dog Lifetime Spayed Female,PORTUGESE WATER DOG,BLACK/BROWN,MARY JANE,15236,2099,2015-08-31T10:08:38
Dog Out of County Transfer - Lifetime,PICARDY SHEPHERD,BLACK/BROWN,TAXI,15237,2099,2015-08-31T10:30:29
Dog Lifetime Spayed Female,MIXED,MERLE,ROSIE,15227,2099,2015-08-31T12:59:39
Dog Lifetime Spayed Female,MIXED,WHITE/BRINDLE,EMMY,15024,2099,2015-08-31T13:15:12
Dog Lifetime Neutered Male,HAVANESE,WHITE,CHOTU,15241,2099,2015-09-01T08:44:15
Dog Lifetime Neutered Male,MALTESE MIX,WHITE,GOLI,15241,2099,2015-09-01T08:44:15
